Emotion,Text
sadness,ku bakat sabar wae nepika cai soca teu katahan sing kuat namina ngumbara sopi sing kuat jauh ti kolot sorangan can karasa k mnehna antepp eweh nu ngarti hji2 acan geu nu penting mah gawe apanan
fear,njay bersin oge asa asa sieun jadi odp aman keneh hitut euy
sadness,di lembur ku tirisna oge tos walakaya mugia sareng banjirna ka dulur ka baraya di kota mugia hujan iyeu janten berkah panyinglar si korona
sadness,sok saredih ari maca berita nu kalaparan teh 
fear,di jln mblnya ngerem sendiri ivaaaa serem deh ngadegdeg tadi
joy,atuh nya pantes we si krt ge ngagakgak liatnya bari jeung ngarti ge komo aing ieu astaghfirullah kuat rujid perut akoh
joy,sampurasun kumaha damaaaaaang seru yeuh jigana nya da urang oge bungah kacida ningalina ngan sakali kadieu tapina teh meni rame
anger,dina oli meni rariweuh wae geuningan cik caricing sateh bisi di galey urut
anger,sorry kang abdi mah teu percaya ka hukum nu kieu patut hukum milik buruy kecebong nepi ka iraha oge teu rido teu sudi dilicikan teu hayang damai mun can jujur jeung adil akang teu kudu ngajak2 kabeh rakyat kudu sabalong jeung si abu janda embung geuleuh 
anger,eh anying sia goblog pagi performa rusak anying gusti allah nu agung tah tingali sia anying goblog bagong jadi 66 dari 100 ah si tolol kalakuan siga dajjal apal aing ge sia loba duid tapi tong kitu anying kehed lah
anger,sender awewe tp sender na bisa ngahargaan perasaan kabogoh si lalaki make bahasa kita rutin hs dan kissing juga goblog bapa sia unggal poe solat tahajud ajgg
anger,mana jelemana mang podaran ku aing 
fear,anjir meni segitunya grgr corona langsung sarieun 
fear,mah sarieun pisan rek nakal teh cararaket nu ghoibna ayeuna
anger,tangkurak sia anak sia tah mimitina kehed
anger,corona sakira na rek modaran aing podaran weh si asep podaran weh si agus pusing
fear,angin naaa meuni ageung duh sok palaur ari kieu th mangkaning imah nu dicicingan ku uing mah dikurilingan ku tatangkalaan
joy,muhun nuhun alhamdulillah asa kumaha nya sesah nyariosna bingah pisan 
anger,kumah pernahnya naik angkot dari cihampelas trs turun kan 2rb aja ya manalagi aku pake seragam mah murah tpi akuteh ngasih 5rb da lagi bageur eh si mamang na kalah ngomong belegug budak teh kalah mere loba anjing pisan euy geus dibere teh di baso bujangan
sadness,abi hungkul nu ngarasa karunya meuni polos pisan pak 
fear,banyak mobil pemadam ke arah barat ngaderegdeg sieun 
joy,sok atoh ari nempo dulur akur kieu teh
sadness,nepi mun inget indung kadang sok cirambay sorangan teu pupuguh kaduhung emg sok paneuri matak nu boga kneh indung heg sing enya2 birul walidhain ayeuna
fear,sanes indigo ieu mah nya tapi keueung sieun tiap wayah kieu selama 2 minggu kapengker 
joy,kang sule mah orangna kitu nya pikaserieun wae pokonamah etamah kang sule aya we nu ngelehken ngalawak na
fear,sok sieun dosa di itung da asa karek kamari di itung da panasaran ajig
joy,alhamdulillah hade boga gubernur teh euy
joy,meuni bingah ningalna ya alloh mudah pas 02 kengeng cipanas cianjur siap insya alloh sae kapayunna amin
fear,wayah kieu sanes indigo ieu mah nya tapi keueung sieun tiap selama 2 minggu kapengker
joy,bagja bungah kacida mun boga pasangan nu bisa ngabungahkeun kana hate nyumangetan kana hirup jeung ngarti kana kaayaan nu keur d lakonan 
anger,apa gunanya sih d twet ngaploud foto bokep eweh gawe si aranjing hadeuhhh geura arinsaf sateh 
fear,unggal ka sorekeun bandung asa keueung kieu gusti
sadness,beteung geus teu asup kana kopi yaallah padahal ngeunah tapi ripuh
anger,abeh ge teu nyangka harapan indah sesaat musnah ku rasa arogan hakan tah gengsi
sadness,ngedengerin lagu gren fredly akhir cerita cinta anjir nyurucud lg cai panooon 
sadness,meni asa saredih kieu puasa rek nggeusan sabulan deui ya alloh lah tambahan mun tiasa mah puasana bakal sono ngariung bada maghrib jeung genk sakuntala ditempat gawe bakal sono raeng na sora toa kunu tadarus di masjid bakal sono lelenggutan lamun keur sahur 
anger,si ardi ripuh ki si vizcara ajig teu di bantuan nyerang teu belul paenkeun febri lah ajig geleuh aing ningali s vizcara
sadness,shock reuwas nyeri hate dadas kaget soak ah ythn sgla karasa meuni gini2 teuing kisah cinta 
fear,sugan teh jelema eta ngarti kana agama ari padahal mah preman meuni sieun ngadenge na oge 
sadness,asa saredih mang euy ngareri kayaan
anger,yeuh dengekeun ku sia aing mah ngaganggu hirup sia tapi lamun sia ngaganggu hirup aing dagoan babales ti aing
fear,serem kieu njirr meh naon sateh maen gebugan di gebugan
fear,ieu aing asa hariwang asa adil anying lengitken pangarumasaan ieu gusti
sadness,tepi ka ceurik aing nempo ieu duh anjir
anger,modar siah the jak modar goblok datang ka kandang maung modar siah
fear,tarawih pertama biasa padesek desek sekarang palaur juga mau ke masjid
joy,ningal pawai rarasaan teh atoh sareng sedih atohna geuning seueur pencapaian anu ka capai ku subang teh
anger,uang aing uang aing centang sia kuaing kenal ge menteu bahasa make uang aing teusopan
sadness,mun ker kieu asa saredih ningali eta teh 
anger,bosen hirup jigana mh loba gaya jeung teu di helm deui teu boga pikiran jiga bangsat nu di udag wae mun cilaka mh nu hariwang kolotna ngabiayaan rek kamana atuh boss cik atuh mikir da lain budak
sadness,leres pisan kang orng sunda mah saromeah asa nyeredet kanu manah di sebut jabar garis keras sakelas prof otakna dangkal
sadness,iyah pasrah we abi ka dae mah sok tiasa kkumaha
fear,aslina ngaderegdeg sieun pecah d bae lah teu apaleun da muka na
sadness,wasa ninggal foto sareng video sing curucud weee ieu cipanon
anger,masih ngantosan kang jadi teu eta teh si ti priok koplok teh boa ngahuntu
sadness,ngabatin kieu meni asa era kieu wae
joy,alhamdulillah pisan gusti akhir tahun teh berkah
joy,kirang naon deui gusti allah mah dua bulan nembe damel di jakarta atos dipangmasihan keun jalan ngarah tiasa uih ka garut langkung gampil hatur nuhun gusti
anger,sok loba nada congor anu gampang diucapkeun ku babangus salira lobakeun mah laku lampah anu hade jang ka diri oge mikir mj ka batur
sadness,sabenerna masarakat kudu bisa nyokot pelajaran ku aya bencana alam samodel longsor jeung banjir teh naha bumi urang meuni tega kitu nganiaya ka manusa lamun diregepan ku urang pan bongan kalakuan manusa sorangan anu tiheula nganiaya alam 
fear,keueung nya teh angot pami teu aya nu ibadah haji mah naudzubillah himindhalik hiii
sadness,yuhu mang mah asa nalangsa naha bet babeh kudu tipayun dipanggil ku gusti allah
sadness,anjing sedih tablo aing tewas
sadness,hate peurih asa di turih raheut manah asa ka panah urg ingkah lain teu nyaah hampura geus cape euy 
anger,ngajedogggg goblog di imah ni hese dibejaan na ai sia bebel pisan batur ge sarua anying hayang ulin mah da urang ge sarua hayang ulin mung gelo mereun nu ulin wae sakitu geus dipapatahan ku kolot ku medis ku pamarentah eta hulu atawa coet ni teuas kitu bagong 
anger,anjing kirakira moal mantuan mah ngomong tatadi atuh setan karek males eweuh kuotaan galey ku aing gera anjing teh wayah kieu
sadness,sedih ninggal tim sebesar persib maen amburadul
joy,molongpong kieu hate sametan lalunas mah nuhun gusti
fear,okelah mati lampu gapapa tapi jangan mendung lah keeung ya allah
joy,bagja akang mah ningali nu boga adi nurut teh eim
sadness,ari indung urang cageur teu nya ngajerit hate sono kanu jadi indung 
anger,nyiar nyiar pinapsueun peureup
joy,bingah ninggal bajaj di jakarta aya sticker pikiran rakyat jadi geura uwih ka bandung
fear,aslina sob nu kamari bikin ngabirigidig lalajona g
sadness,jiaaah karasa deui ka inget deui ngoceak batin kasuat2 manah asa daya upaya heueuh rumasa ieu salah kuring rumasa kawasa narimakeun
sadness,tanyakeun ka batur ai teu ngartos mah ulah dipikiran ku sorangan bisi gelo rada watir urang mah 
anger,yaudah paeh aja goblog ribet pisan hirup teh ah
joy,abdi tiasa diajar tina komentar2 nu aya di website fersib teh meuni bungah pisan hate abdi
sadness,tengah peuting jemplang jempeling jol seak hate cing seredet sedih nu pgh tea asa hayang cerik asa hayang ngajerit maratan langit ngoceak maratan jagat bakt ku sedh na ieu hate anu pgh mimitinw kmha jol
anger,maruk sia saha kehed ngatur ngatur aing 
joy,ampun kang ieu keur taruang sakeluarga taramplok sangu na piring nyakakak ningali bieu michael jordan
anger,piraku salaki aing kudu ngdp spermana tiheula nikah ih ajig ni aral pisan ka eta sungut ni gblg
joy,nikmat berbuka dengan roti anu 2000 rokok magnum 3 batang air putih dan tea panas manis uhh
joy,pelem dibubur make gula aren lezat tur nikmat
sadness,nyeuri hate demi alloh sedih ningali persib kieu wae 
sadness,nalangsa ya allah hanjakal asli hanjakal 
anger,masih ngantosan kang jadi eta teh si ti priok koplok teh boa ngahuntu
anger,naon aisia gelo pisan sing bener atuh bagong teh eeuh anying kehed siamah ku aing rek diduruk eta heuncet maneh belegug pisan jd jelema teh koplok
anger,baso malang didagoin ti teu dateng2 anying ayeuna ker eweuh duid mah malah datang anying si emang teh embung duid anying cik atuh kamari pas aya duit pasti aing beli kamari anying dasar sia anying hilih dasar anying pisan
fear,sok sarieun abdi mah ningal tingkah awewe kota mah 
anger,jokowi teh ngaran jelema nu geus ngaruksak kahirupan rakyat indonesia ti mimiti ekonomi nepi kana hukum maneh ulah lieur ngiluan we make heste
joy,ti resep macaan reply duh pikaserieun pisan hahaha adu bacot basa sunda x brazil isuk
sadness,diuk dina jojodog sambil moyan karasa cai soca nyurucud ras ingeut ka manehna kopi jeung garpit nu jadi saksi geuning jeung geuning
anger,henteu anjing mahal pisan na teh aing padahal antrian hiji disorobot wae ka nu nembak tungtung na jadi nomor 73 bayangkeun ku sia perhari sabaraha tah ti nu nembak
sadness,ninggali mamah uwih wengi dagang ti pasar ujungberung meni sedih naha make jeung dtutup sgala tinggali supermarket meni buka dugi k d lebet supermarket teu sadayana sembako hampura curhat da abi mh jalmi bodo jd bisana ukur ambeuk kbegung hungkul
sadness,dosa kakabogoh menta hampura tapi dosa ka indung duh mah ngke menta hampura na lebaran ieu dosa iya dosaa
sadness,sok sedih nyurucud cai panon ningali awewe anu jadi ibu ibu digarawe bari dinu beus teh sarare deui nunutan isuk keneh ningalkeun budak nu kudu na di urus di mandian di huapan
joy,arakter anjir ieu bobotoh bareuki nga caprak suporter vasco mah da sarerius nanggapi na lah bobotoh nga calaprak nuhun ajiggg ngeunah seuri hahaha
joy,meuni bungah boga batur jago sunda i lop you teu eureun2
joy,alhamdulillah pami tos sodakoh aya wae babalesna anu langkung nuhun gusti nu agung jumat ieu berkah
sadness,panon bareuh lain d teungeul nyengceurikan nu jd kasalahan sesal emang datang belakangan
anger,di baso bujangan kumah pernahnya naik angkot dari cihampelas trs turun kan 2rb aja ya manalagi aku pake seragam mah osok murah tpi akuteh ngasih 5rb da lagi bageur eh si mamang na kalah ngomong belegug budak teh kalah mere loba anjing euy geus dibere teh
sadness,bari ngusapan tonggong si mamski teh teuing kunaon rarasaan teh nyaman pisan ai geus diusapan ku si mamski teh nu asalna biasa wae jadi sok saredih aing ka kamar loba pisan kenangan eta foto foto alika puisi puisi aing keur alika teu kuat aing ceurik deui di kamar di kamar
joy,dupi abdi kenging ngabarakatak punten sanes ngaledek tp da aa teh meuni menggemaskan lucuhhh
anger,demi alloh mun dulur aing mbung sakola garagara dipajek wae ku aing buburak tah medikakom
fear,di bumi tos meuni asa hariwang uwih we atuh
joy,nuhun pisan abdi tos tiasa seuri nyakakak mugi jadi pahala 
sadness,sing jadi perah tina perih ieu sib sing jd obat pil pait teh urng mh ukur bisa ngadoakeun sugan ari nu d nyerikeun mh d kabul ku gusti sing menang sing sumanget snjan ku batur d licikan hate mh ngajerit ninggali d kikitu ku batur teh
joy,meh maraneh ngeunah seuri weh pan kami tugasna menghibur followers nu rarungsing
anger,abeh ge teu nyangka harapan indah sesaat musnah ku rasa arogan hakan goblog tah gengsi 
sadness,omat cing nyaah ka kolot gaes ulah nepi kolot urng aya jompo kudu inget bela na nu jadi kolot ka anak di panti sosial
sadness,ni karunya teuing eta si neng sing sabar neng da lecet saukur ngantosan dugi ka sasih boboran
fear,nu maot teu kinten kinten ieu hari demi hari kareueung 
joy,alhamdulillah gusti meuni nikmat kieu ieu liwetna hatur nuhun barudak liwet sareng peteuy bakarna katampi pisan
fear,mimin nya mantap y pool min sejarah nya muringkak muringkak 
anger,ruwet ruwet lah kos babangus na bacot na euweuh nu bisa di cekel
joy,alhamdulillah ngiring bingah kang tiasa ngiring ngabantos mah
anger,sia ngomongna milih aing mun sia putus jeung nu ayeuna buktina sia kanu sejen koplok lah ngahuntu hungkul siamah
anger,sok geura lamun ngomongkeun aing teh ulah ditukangeun aing laahh diharepeun komuk aing wee ambeh langsung didagor kuaing 
fear,aslina mun jalan dinya ge asa keueung
anger,ngomong naon ieu anying sok intelek pisan 
fear,ya alloh empah kamana heula sih wayah kieu can uih meni melang jeung hariwang eneng 
fear,backroundy serem jd ngaderegdeg yeuh 
fear,ngadangukeun ardan meuni pagojod antara sieun jeng embung ngadangukeun tp volume radio geus terlanjur tarik sieun anjir 
sadness,naha nya min urang mh sok disiasiakn ku lalaki padahal urang mh nges bener bener kumha urang mh min diselingkuhan diharepen ge masih sabar
fear,apa kabar ciamis sedi aku tu cape ka tasik kudu ameng na wae bumi caket alun2 ge jam 10 asa keueung tiiseun
fear,asa hariwang nempo alam dunya kiwari geus hujan wae di bandung sebagian wilayah nju ka banjiran deuih
fear,wengi ngeri oge ngadenge lengser
sadness,asa sararedih ningal stadion jayaraga aya nu ngarusak
anger,plis atulah corona geura musnah sia teh anjing goblog aing rek bimbingan kehed dasar virus goblog ih
sadness,ari kieu teh sok inget ka kolot lamun geus inget kolot sok baper 
sadness,deudeuh teuing jang sing seueur nu di dua meser na nya jang keun sing ka capai cita2 na amin
joy,alhamdulillah gusti bingah ninggal pun biang tiasa gumujeng lantaran padamelan sim kuring 
fear,tuh pan ahirnamah ngaku ning aduh jadi sarieun kieu nya asa teu araman bade kamamana teh palaur duh gusti 
anger,jokowi teh ngaran jelema nu geus ngaruksak kahirupan rakyat indonesia ti mimiti ekonomi nepi kana hukum maneh lieur ngiluan we make heste
sadness,hate mh ngajerit tp da cukup ku ngajerit hate
fear,aing sieun ngasaan jiga kieu ajiggg
joy,ku ningal foto na wae ntos bingah komolamun ningal langsung bingah na nteu katalungan meren
anger,bolokocodot samah hirup teh aya nu setia malah di nyenyeri apal karma dagoan weh babales mah leuwih peurih
sadness,ikhlas tapi masih teu wasa dina tempat ningal fotona wilujeng kantun bageur mugia sing ditempatkeun anu sakuduna
joy,alhamdulillah si om etapi kalahkah seuri pas dibilang pd kangen di twitter
sadness,leles hate hayang leweh hiks hiks t t
anger,duh anying otak teh dipake saetik atuh meni goblok pisan gasuka
joy,sampurasun kumaha damaaaaaang seru pisan yeuh jigana nya da urang oge bungah kacida ningalina ngan sakali kadieu tapina teh meni rame pisan
anger,sia mah loba alesan anjing janji2 tai hakan hakan tah jani cing waregg
fear,heuh rada ngadegdeg pas nu di tangkal cau tadi serem ey
sadness,hate anu tadi na bagja ayeuna jadi peurih kacida walakaya ku luka ti sia
anger,pelatih wani manajemen ngejedog keneh laina di dukung apa kummaha asa meningan si gw meski goblog tapi maneh na bebeakan ngabela tim jeung supporter na didieu mah kalem weh ngudud bari cing calengir bagong di caffe
fear,ini kenapa meni gak ada kabar banget ihhh asa melang pisan ini iiih teh
sadness,liat di ask fm asa pengen cerik uy karunya da kumaha lagi jadi serba salah ke akunya sama kekamunya juga
joy,bingah pisan dipasihan suasana candle light dinner di kota sukabumi wengi ieu 
sadness,mun ker peting hiji komando mah moal kieu jadina asa nyeredet kanu manah euy mun inget kanu kajadian nu peuting
fear,sieun kieu hujan angin boyy
anger,aranjing teh pamaen persisam pantesna maen ftv geuralah loba ekting
joy,alhamdulillah yaa allah mung sakieu ge bingah ningal mamah sareng bapa tiasa ngaraoskeun hasil jerih payah abi
sadness,ayeuna sedih ningali persib gusti berkurangnya mah keras tp kitu2 tos kabaca
joy,hatur nuhun gusti hatur nuhun abah jeung umi parantos ngajarkeun abdi raka sareng rai
anger,geus podaran tuman ngaheherin indonesia
fear,duh gusti asa hariwang teu tiasa na2on mung saukur cicing asa ku nyeriiiii 
anger,rungsing aing mah da nonton mantak pinafsueun nonton mantak panasaran cik atuh baleg sateh
fear,sepi banget di jalan oten liwat dinya bulu kuduk saya berdiri tegak sumpang sieun
anger,sia aranjing jiga nu gs bener sakitu pernah ngalaman oge munafik blog
sadness,gusti meni ripuh ie lambung
anger,goblog kudu gering hla nyaho akibat korona usaha hese
anger,nya meunggeus atuh goblog kumaha sia wae lah paduli bagong 
joy,bungah jeng plong hate teh kacumponan muludan mah tinggal mayunan rajab mudah mudahan kengeng rezeky na
